Title,Votes,Answers,Views,Views_per_day,Link 
A local function in Rust,67,1,21000,7,https://stackoverflow.com/questions/26685666/a-local-function-in-rust
How do I write a multi-line string in Rust? [duplicate],65,5,40000,11,https://stackoverflow.com/questions/15265198/how-do-i-write-a-multi-line-string-in-rust
How can I convert char to string?,65,3,51000,14,https://stackoverflow.com/questions/16267578/how-can-i-convert-char-to-string
What are the similarities and differences between C++'s concepts and Rust's traits?,63,1,7000,5,https://stackoverflow.com/questions/56045846/what-are-the-similarities-and-differences-between-cs-concepts-and-rusts-trai
How do I conditionally execute code only when an Option is None?,61,4,46000,30,https://stackoverflow.com/questions/53177980/how-do-i-conditionally-execute-code-only-when-an-option-is-none
"Why is a borrowed range not an iterator, but the range is?",60,3,8000,9,https://stackoverflow.com/questions/63685464/why-is-a-borrowed-range-not-an-iterator-but-the-range-is
How to create a static array of strings?,59,5,23000,7,https://stackoverflow.com/questions/27459640/how-to-create-a-static-array-of-strings
How can I randomly select one element from a vector or array?,57,6,30000,11,https://stackoverflow.com/questions/34215280/how-can-i-randomly-select-one-element-from-a-vector-or-array
How can I read user input in Rust?,57,9,50000,13,https://stackoverflow.com/questions/13579266/how-can-i-read-user-input-in-rust
What is the correct way to use lifetimes with a struct in Rust?,55,3,41000,13,https://stackoverflow.com/questions/27589054/what-is-the-correct-way-to-use-lifetimes-with-a-struct-in-rust
Generate pretty (indented) JSON with serde,55,2,19000,8,https://stackoverflow.com/questions/42722169/generate-pretty-indented-json-with-serde
What exactly does '#[derive(Debug)]' mean in Rust?,55,1,19000,9,https://stackoverflow.com/questions/46388386/what-exactly-does-derivedebug-mean-in-rust
What is the bitwise NOT operator in Rust?,55,1,25000,10,https://stackoverflow.com/questions/38896155/what-is-the-bitwise-not-operator-in-rust
When would you use a Mutex without an Arc?,54,1,20000,7,https://stackoverflow.com/questions/33116317/when-would-you-use-a-mutex-without-an-arc
Why does Rust have struct and enum?,52,6,15000,4,https://stackoverflow.com/questions/26437043/why-does-rust-have-struct-and-enum
How to disable a clippy lint for a single line / block? [duplicate],52,1,25000,18,https://stackoverflow.com/questions/55402812/how-to-disable-a-clippy-lint-for-a-single-line-block
How to make a Rust mutable reference immutable?,52,2,30000,13,https://stackoverflow.com/questions/41366896/how-to-make-a-rust-mutable-reference-immutable
Sort HashMap data by value,52,3,25000,9,https://stackoverflow.com/questions/34555837/sort-hashmap-data-by-value
How to opt out of running a doc test?,51,2,10000,3,https://stackoverflow.com/questions/32429369/how-to-opt-out-of-running-a-doc-test
lifetime bound on associated type is rejected although it seems valid,3,2,604,0,https://stackoverflow.com/questions/57442885/lifetime-bound-on-associated-type-is-rejected-although-it-seems-valid
Can I deserialize vectors with variable length prefix with Bincode?,3,2,2000,1,https://stackoverflow.com/questions/56219767/can-i-deserialize-vectors-with-variable-length-prefix-with-bincode
Initialize array holding struct more efficiently,3,2,1000,0,https://stackoverflow.com/questions/44182269/initialize-array-holding-struct-more-efficiently
How can I access a function's calling location each time it's called?,3,2,494,0,https://stackoverflow.com/questions/60714284/how-can-i-access-a-functions-calling-location-each-time-its-called
What is a function signature and type?,3,1,5000,2,https://stackoverflow.com/questions/42157511/what-is-a-function-signature-and-type
"Mutable iterator for Vec<Vec<(K, V)>>",3,2,836,0,https://stackoverflow.com/questions/42446844/mutable-iterator-for-vecveck-v
Derive a Trait for particular variants,3,2,533,0,https://stackoverflow.com/questions/55011280/derive-a-trait-for-particular-variants
Specifying generic parameter to belong to a small set of types,3,2,919,0,https://stackoverflow.com/questions/42381185/specifying-generic-parameter-to-belong-to-a-small-set-of-types
How can I better store a string to avoid many clones?,3,1,635,0,https://stackoverflow.com/questions/42097611/how-can-i-better-store-a-string-to-avoid-many-clones
Using Rust dereferencing operators &* vs * with Self?,3,2,2000,0,https://stackoverflow.com/questions/43218554/using-rust-dereferencing-operators-vs-with-self
Parameter type may not live long enough,3,2,4000,1,https://stackoverflow.com/questions/32625583/parameter-type-may-not-live-long-enough
Is there a way to enforce that a Rust raw pointer is not used after returning from a specific stack frame?,3,1,457,0,https://stackoverflow.com/questions/61106587/is-there-a-way-to-enforce-that-a-rust-raw-pointer-is-not-used-after-returning-fr
What is the difference between std::sync::Mutex vs tokio::sync::Mutex?,3,1,893,8,https://stackoverflow.com/questions/73840520/what-is-the-difference-between-stdsyncmutex-vs-tokiosyncmutex
How can I achieve shared application state with Warp async routes?,3,1,2000,2,https://stackoverflow.com/questions/66111599/how-can-i-achieve-shared-application-state-with-warp-async-routes
What's the difference between var and _var in Rust?,3,2,1000,0,https://stackoverflow.com/questions/47664704/whats-the-difference-between-var-and-var-in-rust
How to pass a method as callback,3,1,608,0,https://stackoverflow.com/questions/57270635/how-to-pass-a-method-as-callback
Get a random character from a string and append to another string,3,1,1000,0,https://stackoverflow.com/questions/43436544/get-a-random-character-from-a-string-and-append-to-another-string
Cannot borrow variable as mutable more than once at a time after calling a &'a mut self method,3,2,541,0,https://stackoverflow.com/questions/49928848/cannot-borrow-variable-as-mutable-more-than-once-at-a-time-after-calling-a-a-m
Why does iterating a vector of i32s give references to i32 (&i32)?,3,2,2000,1,https://stackoverflow.com/questions/48985903/why-does-iterating-a-vector-of-i32s-give-references-to-i32-i32
Rust lifetime issue in loop,3,1,1000,0,https://stackoverflow.com/questions/44104519/rust-lifetime-issue-in-loop
`#[derive(Clone)]` seems to wrongfully enforce generic to be `Clone`,3,2,127,0,https://stackoverflow.com/questions/72150623/deriveclone-seems-to-wrongfully-enforce-generic-to-be-clone
How can return a reference to an item in a static hashmap inside a mutex?,3,2,730,0,https://stackoverflow.com/questions/62325363/how-can-return-a-reference-to-an-item-in-a-static-hashmap-inside-a-mutex
Compiling Rust that calls C++ to WASM,3,1,453,3,https://stackoverflow.com/questions/73604042/compiling-rust-that-calls-c-to-wasm
Returning default value from function when result is error,3,3,3000,1,https://stackoverflow.com/questions/49812806/returning-default-value-from-function-when-result-is-error
How do I modify a container while iterating over it? [duplicate],3,0,4000,2,https://stackoverflow.com/questions/47338839/how-do-i-modify-a-container-while-iterating-over-it
What's the preferred way to create a String from a literal?,3,1,495,0,https://stackoverflow.com/questions/33690468/whats-the-preferred-way-to-create-a-string-from-a-literal
Mutating the same data in multiple 'static closures,3,1,193,0,https://stackoverflow.com/questions/30153973/mutating-the-same-data-in-multiple-static-closures
General way to own a value (don't specify `Rc` or `Box`),3,1,119,0,https://stackoverflow.com/questions/31215418/general-way-to-own-a-value-dont-specify-rc-or-box
How to use dynamic dispatch with a method which takes an iterator as a parameter?,3,2,470,0,https://stackoverflow.com/questions/63739976/how-to-use-dynamic-dispatch-with-a-method-which-takes-an-iterator-as-a-parameter
How do I add a constructor to an existing primitive type?,3,1,1000,0,https://stackoverflow.com/questions/54910547/how-do-i-add-a-constructor-to-an-existing-primitive-type
Why do I get a lifetime error when I use a mutable reference in a struct instead of an immutable reference?,3,1,696,0,https://stackoverflow.com/questions/41417057/why-do-i-get-a-lifetime-error-when-i-use-a-mutable-reference-in-a-struct-instead
The lifetime of self parameter in Rust when using threads [duplicate],3,1,2000,1,https://stackoverflow.com/questions/57644339/the-lifetime-of-self-parameter-in-rust-when-using-threads
What is the scope of unnamed values?,3,1,539,0,https://stackoverflow.com/questions/47044453/what-is-the-scope-of-unnamed-values
Initialize array of arrays from iterator,3,0,517,0,https://stackoverflow.com/questions/67703525/initialize-array-of-arrays-from-iterator
Getting an Iterator<Item=str> from an array of &str?,2,2,385,0,https://stackoverflow.com/questions/69076428/getting-an-iteratoritem-str-from-an-array-of-str
Implement trait for trait with static function,2,2,2000,0,https://stackoverflow.com/questions/30238570/implement-trait-for-trait-with-static-function
How to make cargo to save-analysis?,2,1,450,0,https://stackoverflow.com/questions/50426488/how-to-make-cargo-to-save-analysis
Is there a way to use match() in rust when modifying the selector?,2,1,2000,0,https://stackoverflow.com/questions/22340987/is-there-a-way-to-use-match-in-rust-when-modifying-the-selector
Efficiency of flattening and collecting slices,2,1,722,0,https://stackoverflow.com/questions/58571612/efficiency-of-flattening-and-collecting-slices
Why is assigning an integer value from a vector to another variable allowed in Rust?,2,1,408,0,https://stackoverflow.com/questions/58395921/why-is-assigning-an-integer-value-from-a-vector-to-another-variable-allowed-in-r
How do I form a slice from a HashSet?,2,2,4000,2,https://stackoverflow.com/questions/50236150/how-do-i-form-a-slice-from-a-hashset
"How to handle ""the type does not fulfill the required lifetime"" when using Any?",2,1,387,0,https://stackoverflow.com/questions/66625161/how-to-handle-the-type-does-not-fulfill-the-required-lifetime-when-using-any
Why does T implement A+B but not trait C: A+B?,2,1,114,0,https://stackoverflow.com/questions/69916809/why-does-t-implement-ab-but-not-trait-c-ab
How to return concrete type from generic function?,2,2,847,1,https://stackoverflow.com/questions/66207126/how-to-return-concrete-type-from-generic-function
Why can we have multiple mutable references to the same data in the same scope? [duplicate],2,1,327,0,https://stackoverflow.com/questions/57055461/why-can-we-have-multiple-mutable-references-to-the-same-data-in-the-same-scope
How to assign to the variable used in match expression inside a match branch?,2,2,3000,1,https://stackoverflow.com/questions/51027517/how-to-assign-to-the-variable-used-in-match-expression-inside-a-match-branch
Why does the compiler assume that the value of if let should be `()`?,2,2,415,0,https://stackoverflow.com/questions/37646475/why-does-the-compiler-assume-that-the-value-of-if-let-should-be
Shared circular references in Rust,2,1,1000,0,https://stackoverflow.com/questions/37504162/shared-circular-references-in-rust
How can I reduce the verbosity of matching every call that returns a Result or Option?,2,1,384,0,https://stackoverflow.com/questions/37281981/how-can-i-reduce-the-verbosity-of-matching-every-call-that-returns-a-result-or-o
How can I clone a FnBox closure when it cannot be put into an Arc?,2,1,1000,0,https://stackoverflow.com/questions/28011803/how-can-i-clone-a-fnbox-closure-when-it-cannot-be-put-into-an-arc
How to pass an array of objects to WebAssembly and convert it to a vector of structs with wasm-bindgen?,21,1,8000,5,https://stackoverflow.com/questions/52796222/how-to-pass-an-array-of-objects-to-webassembly-and-convert-it-to-a-vector-of-str
What is the syntax for specifying dependency versions in Cargo?,21,1,2000,0,https://stackoverflow.com/questions/30826513/what-is-the-syntax-for-specifying-dependency-versions-in-cargo
How do I return an array from a Rust function?,21,3,20000,17,https://stackoverflow.com/questions/59164456/how-do-i-return-an-array-from-a-rust-function
"When to use self, &self, &mut self in methods?",21,2,5000,4,https://stackoverflow.com/questions/59018413/when-to-use-self-self-mut-self-in-methods
Are functions in Rust first class objects?,21,3,7000,2,https://stackoverflow.com/questions/24972394/are-functions-in-rust-first-class-objects
Sharing a common value in all enum values,21,2,4000,2,https://stackoverflow.com/questions/49186751/sharing-a-common-value-in-all-enum-values
